activity-id,org-name,org-email,default-language,default-currency,last-updated-datetime,reporting-organisation,reporting-organisation-ref,reporting-org-type,iati-identifier,title,description,activity-status,start-planned,start-actual,end-planned,end-actual,total-commitments,total-disbursements,total-expenditure,total-incoming-funds,funding_organisations,extending_organisations,accountable_organisations,implementing_organisations,recipient-country,recipient-country-codes,recipient-country-percentages,recipient-region,recipient-region-codes,recipient-region-percentages,sector-text,sector-vocabularies,sector-codes,sector-percentages
788,Gender Links,finance@genderlinks.org.za,en,ZAR,7/8/13 12:14,GENDER LINKS,ZA-CIPC-2001/005850/08,23,ZA-CIPC-2001/005850/08-Alliance,The Southern African Gender Protocol Aliance,"Eleven of the 13 governments that signed the SGP (more than two thirds) have ratified the sub-regional instrument, making the SGP one of the few SADC Protocols to go into force in record time, as a result of lobbying and advocacy by the SGPA coordinated by GL. In a video address to the SADC Protocol@Work Regional Summit , Malawi President Joyce Banda, committed to ensuring that Malawi ratifies the SGP before the August Heads of State Summit to be hosted by Malawi. During the SADC Protocol@Work summit, high level delegations from Botswana and Mauritius, the only two countries that have not signed the Protocol, pledged to make a concerted effort to do so. The Alliance has lobbying strategies for both countries. The SGDI, a measure of progress by the 15 countries against 23 indicators in six sectors (education, political participation, the economy, health, HIV and AIDS, and the media) for which empirical data is available moved from 66% to 67% (1% lower than target). Major achievements include the adoption of a quota for women in local government in Mauritius (see Outcome 3); the new Constitution in Zimbabwe that incorporates 75% of womenâ€™s demands ; reductions in maternal mortality and access to PMTCT. There is progress towards giving women greater voice in the media (see Outcome 2) but the region is still far from achieving its goals of gender parity in politics, the media and the economy; and of halving GBV by 2015. However, one of the most significant contributions of the SGP has been to provide a tool for citizens to demand accountability. Through the SGPA, all three GL programmes working together, the energy and muscle of the 300 media and local government COEâ€™s coming together in 12 national and a regional summit in the first quarter of 2013, GL has managed to gather substantially more case studies of the SADC Protocol@Work than target. An analysis of the 672 case studies gathered in 2012/2013 shows that the provisions of the Protocol most referred to correlate closely to GLâ€™s programmes â€“ media, GBV, productive resources and governance. This affirms GLâ€™s efforts to move from paper provisions to changing lives in its own work. The constitutional and legal rights provisions also feature strongly, thanks to strong SGPA networks in this area. However, the SGPA needs to work harder in the education, HIV and AIDS, health and peace building sectors, as well as building advocacy networks in countries like Angola and Seychelles, that did not host summits or submit entries. GL has strengthened the SGPA network through identifying country focal networks in all countries, including the five countries where GL does not have offices . The fact that three of these â€“ DRC, Tanzania and Malawi- hosted successful summits in March 2013 is an indicator of country networkâ€™s taking greater ownership. VSO Regional Aids Initiative Southern Africa (VSO RAISA) has not formally signed an MOU due to internal processes to lead on care work but has been an active member of the network. GL has made headway on MOUâ€™s with the menâ€™s sector and FBOs (see additional information). The campaign for an Addendum on Gender and Climate Change gained momentum with an online petition signed by 1027 citizens (55% men; 45% women) , and gender ministers formally backing this proposal. The SGPA is now preparing to take advantage of the HOS in Malawi, hosted by the regionâ€™s only woman leader to make the case for reopening the SGP. The campaign is an example of gender activists pushing the envelope through their insistence that the SGP be a responsive, â€œlivingâ€ù instrument.",2,,,,6/30/13,0,0,0,0,,,;Gender Links,,,,,Southern Africa,289,100,,ADT,,
791,Gender Links,finance@genderlinks.org.za,en,ZAR,7/8/13 12:24,GENDER LINKS,ZA-CIPC-2001/005850/08,23,ZA-CIPC-2001/005850/08-OpinionandCommentaryService,The GL Opinion and Commentary Service,"This year the focus will be on climate change as GL and the SGPA push for an Addendum on Gender and Climate to the SGP. GL will ensure close synergies with the Opinion and Commentary Service (OCS). The Lusophone service has demonstrated how the media COEâ€™s and OCS can work together through taking journalists on a field visit to cover the effects of mounting floods as result of climate change. These 15 stories, read 591 times on the website, generated debates on the effect of climate change on traditional medicine and subsistence agriculture. The OCS exceeded its numerical targets in the English, French and Portuguese services, in part because of a special Portuguese series during the SADC HOS held in Mozambique last year and a three-language daily newsletter during the February Commission on the Status of Women (CSW) meeting on GBV.",2,,,,6/30/13,0,0,0,0,,,;Gender Links,,,,,Southern Africa,289,100,,ADT,,
792,Gender Links,finance@genderlinks.org.za,en,ZAR,7/8/13 12:16,GENDER LINKS,ZA-CIPC-2001/005850/08,23,ZA-CIPC-2001/005850/08-Governance,Gender and Governance,"Womenâ€™s political participation is a key MDG and SGP target: women cannot achieve voice and choice if they are excluded from decision-making. The current local government COEâ€™s reach approximately 28,887,004 people in the SADC region, 21.3% of the population in these countries. After narrowing down this measure to the COEâ€™s that GL works with to ensure more accurate attribution, a key finding is that women in the COE councils constitute 28% of the total: six percentage points higher than the regional average of 22%. However, the figure is two percentage points below the 2013 PPA target of 30% for COEâ€™s that GL works with. The difference is largely due to the Mauritian local government election held in November 2013 in which GL in credited with successfully advocating for the gender neutral quota that led to an increase in womenâ€™s representation from 6.4% to 26.2%. All the municipal and district councils in Mauritius are local government COEs. GL Mauritius went beyond advocating for the quota by seeking out women candidates and training them for office. To ensure that this success goes beyond numbers and translates into gender responsive governance, GL is cascading the COE process to 55 villages. â€œLocal government ministries and authorities will collaborate and champion gender equality and mainstreaming at national and local level as well as provide human and material support for doing so.â€ù - Hon. Herve Aimee, Minister of Local Government and Outer Islands, Mauritius; keynote speaker at the SADC Gender Protocol@Work Summit. 'Citizens are moving away from such blatant stereotypes towards a more affirming position that women make a difference in politics by voting for them.' Cehl Meeah, Member of Parliament and leader of the Mauritian Solidarity Front (FSM). The local government Gender Score Card (GSC) measures gender responsiveness in councils. The GSC includes 25 questions that cover five key areas: the gender policy framework, governance, mainstreaming gender into existing programmes, gender specific programmes and employment practices and environment. It is a participatory tool in which beneficiaries assess themselves with independent verification by GL during visits and finally by summit judges. Overall, the 124 councils verified in early 2013 scored 63%, eight percentage points higher than their baseline score of 55% in 2012. South African COEs scored highest (75%) while Lesotho made the most progress (20%). Every country except Swaziland (a traditional monarchy, where the score dropped from 58% to 54%) made progress. The Learning through listening: Findings of the 2013 Gender and Local government COE verification analyses the successes, challenges, strategies and next steps. Budget allocation to gender work by COEâ€™s compared to donor contributions The budget allocations cover a variety of areas including: â€¢Towards the councils participation in the SADC Gender Protocol Summit. â€¢For the implementation of the gender action plan. â€¢Logistical costs for COE workshops. â€¢Specific campaigns such as the 16 Days of No Violence Against Women A key VFM finding of the verification analysis (see table above) and indicator of the success of the programme is that Councils now allocate twice what GL has spent on the COE process (6.5 times the PPA spend) for taking forward gender work. Capricorn District Municipality in South Africa (the best performer in the 2012 and 2013 summits) allocated GBP 33 000 towards improving gender mainstreaming in service delivery. Ownership, capacity and performance are also being enhanced through training Drivers of Change: â€œI first interacted with Gender Links when they came to train us in Maseru on gender mainstreaming. Now I am one of the trainers for the council. In my work as a councillor, I ensure that there is supply of water for the community and that broken taps are maintained. As a council, we also issue licenses for small dams. We educate people to become aware of climate change. Our programme involves working with social workers in the care of orphans and care workers in the community. We resolve conflicts among people who fight for land or development sites. We ensure accessibility of roads within the village.â€ù Cllr Thatho Mokuena, Senekane Community Council, Lesotho",2,,,,6/30/13,0,0,0,0,,,;Gender Links,,,,,Southern Africa,289,100,,ADT,,
793,Gender Links,finance@genderlinks.org.za,en,ZAR,7/8/13 12:21,GENDER LINKS,ZA-CIPC-2001/005850/08,23,ZA-CIPC-2001/005850/08-Justice,Gender Justice,"The VAW indicators and baseline research provides data on the extent, response, support, prevention, political commitment and individual costs of VAWG using a prevalence/attitude study and various other research tools to come up with figures currently deficient in police and court records. GL initiated the GBV Indicators research in partnership with government, local government and civil society partners in Botswana, Mauritius and South Africa. GL completed the research in the South African Provinces of Limpopo, Western Cape and Kwa Zulu Natal (Target for Year 1) and cascaded the research to three additional countries (Target for Year 3), Zimbabwe, Lesotho and Zambia. All the elements of the research are complete in Zimbabwe and in process in Lesotho and Zambia. GL presented the findings of the research to date at a forum of African Gender Ministers convened by UNECA at the CSW, GL has been asked to join a UNECA reference group designing a study on the costs of GBV, an area that requires further exploration in the research. GL envisaged that the research would unfold in a linear way. The plan was to do the research in South Africa, Mauritius and Botswana followed by advocacy and lobbying. The envisaged result was a GBV National Action Plan that incorporated the indicators and baseline data in the three countries. Two factors affected the original plan: the burgeoning interest in conducting the baseline study in several SADC countries and the need to work with governments at their pace in a way that ensures ownership and muscle for the follow-up processes. In addition to the three countries where GL has moved ahead thanks to PPA flexible funds and accompanying grants from Sida, UNWOMEN and the UNDP, Namibia, Mozambique, Seychelles and Malawi have expressed interest in undertaking the research. With regard to the follow up processes in the countries where the research has been launched, an important first step has been to elevate political buy in and support. This has been most successful in Botswana and Mauritius. â€œIn Botswana, the (VAW Baseline Study) findings have sparked an unprecedented engagementâ€_ The results provided a springboard for a countrywide drive to address GBV. Cabinet sent the Women's Affairs Department back to the drawing board to come up with baseline data for every district beyond the 'narrow statistical sample' to better understand the dynamics in each locality. The President of Botswana (Ian Khama) has tasked everyone in the country to map the response that each current and prospective stakeholder would undertake as part of a multi-sector approach to address GBV as a response to the findings.â€ù Valencia Mogegeh, Director, Womenâ€™s Affairs Division, Botswana. Four ministers, the head of the Equal Opportunities Commission and an editor in chief of a major newspaper attended the launch of the Mauritian report, that has since been the subject of a cabinet memorandum. The high profile campaign that ran through the Sixteen Days of Activism from 25 November to 10 December 2012 brought together all GL programmes to â€œget the nation talking.â€ù Municipal libraries of the local government COEâ€™s hosted daily cyber dialogues in creole on each chapter of the report. MBC radio linked in with a one hour talk show. The report received extensive coverage in the mainstream media. The stage is now set for reviewing the existing National Action Plan on Gender. South Africa is more complex. GL had hoped that its membership of the National GBV Council would leverage support for cascading the research to the whole country, but this structure has been slow to get off the ground. GL has followed the parallel strategy of presenting the research to provincial governments (for example to the executive committee of Gauteng province, chaired by the Premier) and canvassing the Commission on Gender Equality (a Constitutional body) to use its muscle to get government support for the roll out. The wheels of bureaucracy move slowly, especially in larger countries.",2,,,,6/30/13,0,0,0,0,,,;Gender Links,,,,,Southern African,289,100,,ADT,,
794,Gender Links,finance@genderlinks.org.za,en,ZAR,7/8/13 12:26,GENDER LINKS,ZA-CIPC-2001/005850/08,23,ZA-CIPC-2001/005850/08-GMDC,Gender and Media Diversity Centre,"Virtual and physical resource centre (VRC) The VRC is an online resource centre that comprises the research database, clippings database and the media alerts and highlights. The Centre uploaded 90 English and 11 French media alerts and highlights on its VRC database. The GMDC strengthened partnerships that exist with training institutions in the region training media students from Malawi Polytechnic (63 students), Malawi Institute of Journalism (25 students) and National University of Lesotho (16 students) on how to write media alerts and highlights. Photo library and multimedia database Currently there 8222 photos have been stored in the database. By December 2012, the GMDC had shortlisted 400 images from the database on all the SADC Gender Protocol themes for the photo e-shop. The images will be sold as part of the GMDC efforts to generate income. The GMDC is now storing audio-video footage collected from the field into an audio visual archive called CAT DV. The footage is tagged (country, programme and theme), split and then used to create customised products. This is an an innovative way of collecting evidence of the impact of GLâ€™s work in the field. Seminars The GMDC continued with the media freedom seminars in 2012. The academics who attended the Advisory Group discussed about gender and media freedom from their different countries. Some of them had the opportunity to go to the University of Pretoria through the GMDC to attend to listen to a public lecture by the Africa Union Special Rapporteur on Freedom of Expression and Access to Information, Advocate Pansy Faith Tlakula. Seminar Nature Female Male Total Mainstreaming or male streaming: Gender @ work in organisations Regional (South Africa) 21 38 59 Half full or half empty? Gender gains and losses in the African Platform on Access to information Regional (South Africa) 18 14 32 Youth leaders, HIV and AIDS Regional 28 18 46 Women in Politics roundtable discussions Regional 7 5 12 Gender and freedom of dressing in Malawi Malawi 31 31 62 From 30%-50% Women in Local Government Swaziland 42 26 68 Sexual harassment in institutions of higher learning Lesotho 43 9 52 Sexual harassment in institutions of higher learning Namibia 4 9 13 A total of 247 females and 185 males participated in all the seminars. The seminar on male streaming and mainstreaming targeted participants from local government COEs. Participants discussed gender mainstreaming in the COEs, the challenges as well as sharing best practices on the subject. In February 2012, male street vendors in Malawi stripped women wearing short skirts and trousers. The GMDC took the opportunity to host a seminar at Malawi Polytechnic to discuss freedom of dressing in Malawi. During the Sixteen Days of Activism, the GMDC and nine academic institutions held seminars on sexual harassment. The outcome of these seminars in Lesotho is reported on in the Opinion and Commentary Service report.",2,,,,6/30/13,0,0,0,0,,,;Gender Links,,,,,Southern Africa,289,100,,ADT,,
155,Send a Cow,peg.bavin@sendacow.org.uk,en,GBP,8/28/14 13:19,Send a Cow,GB-CHC-299717,21,GB-CHC-299717-ET0001,Developing Smallholder Farmers in South Ethiopia,"The project will bring change to the lives of 1600 poor and vulnerable smallholder farmers and their families (9600 people) in southern highlands of Ethiopia, especially women, to become food secure, productive and self-confident agents of their own development through increased farm productivity, improved environmental management, creation of new employment opportunities, establishment and development of community support systems, women's empowerment and inclusion of socially marginalised groups",2,7/1/12,,,,0,439734.1,0,396458,;Department for International Development,,,;Kale Heywet Development Programme;Send a Cow Ethiopia,,ET,100,,,,;,DAC;DAC,31120;43040,;
165,Send a Cow,peg.bavin@sendacow.org.uk,en,GBP,11/4/14 17:46,Send a Cow,GB-CHC-299717,21,GB-CHC-299717-ET0002,Kotoba Sustainable Food Security and Livelihoods Project,"The aim of the Kotoba Food Security and Livelihoods Project is to empower the people living in the Kotoba region of Dendi district of western Ethiopia to achieve food security and sustainable livelihooods. 1000 families (5000 people) will be directly assisted to become self-reliant, to increase productivity of land and livestock so they have nutritious food to eat, improve their understanding and management of naturarl resources to conserve the environment and increase marketing and income generation opportunities",4,,3/1/09,,,0,0,0,0,;Big Lottery Fund,,;Send a Cow Ethiopia,;Alliance of Knowledge and Action for Sustainable Livelihoods Management (AKAM),,ET,100,,,,;,DAC;DAC,31120;14030,;
1008,Send a Cow,peg.bavin@sendacow.org.uk,en,GBP,8/28/14 13:28,Send a Cow,GB-CHC-299717,21,GB-CHC-299717-GB-CHC-299717-KY0001,Wealth Creation Project Western Kenya,,2,,10/1/13,,,0,313491,0,262572,,,,,,KE,,,,,,DAC,31120,
1604,Send a Cow,peg.bavin@sendacow.org.uk,en,GBP,11/4/14 17:30,Send a Cow,GB-CHC-299717,21,GB-CHC-299717-UG0001,UK Aid Match Uganda,Releasing the potential of women and children in Uganda. 845HH,2,,7/1/14,,,0,0,0,0,,,,;Send a Cow Uganda,,UG,,,,,,DAC,31120,
1608,Send a Cow,peg.bavin@sendacow.org.uk,en,GBP,11/4/14 17:43,Send a Cow,GB-CHC-299717,21,GB-CHC-299717-RW001,UK Aid Match Rwanda,Releasing the potential of women and children Rwanda. 707HH.,2,,7/1/14,,,0,0,0,0,,,,;Send a Cow Rwanda,,RW,,,,,,DAC,31120,
249,Bond,transparency@bond.org.uk,en,GBP,11/28/14 14:43,Bond,GB-CHC-1068839,22,GB-CHC-1068839-dfid_ag_11-13,"Improving UK NGO Effectiveness, Transparency and Shaping EU Aid Performance","DFID Accountable Grant to consortium of Bond, NIDOS and CADA to work with UK NGOs on Effectiveness and Transparency, and to work with European partners on shaping EU member states' aid performance",3,,6/1/11,,6/30/13,0,51689,546796,578518,;DFID,;Bond,;Bond,;NIDOS;Bond,,GB,100,,,,,DAC,15150,100
441,Bond,transparency@bond.org.uk,en,GBP,11/28/14 14:44,Bond,GB-CHC-1068839,22,GB-CHC-1068839-gates_2011-14,Advocacy for more and better aid in the UK and Europe,"3 year grant to deliver following objectives: 1. To provide UK NGOs with leadership, support and coordination to increase the effectiveness of their common advocacy asks and messaging towards the UK Government on UK development policies, international positioning and aid; 2. To build positive UK political and public support for aid and development in the lead up to the projected increases of UK ODA in 2013; 3. To ensure EU priorities, policies, institutional structures and funding to 2015 and beyond deliver positive international development outcomes.",3,,8/1/11,7/31/14,,1068178,0,900231,1083452,;The Bill and Melinda Gates Foundation,,,;Bond,,GB,100,,,,,DAC,15110,100
442,Bond,transparency@bond.org.uk,en,GBP,11/28/14 14:44,Bond,GB-CHC-1068839,22,GB-CHC-1068839-gates_jointcampaign_2012-14,Joint campaign on food and hunger,Grant to deliver a joint NGO campaign on food and hunger,3,,11/28/12,3/29/14,,987397,335546,657516,1016752,;The Bill and Melinda Gates Foundation,,;Bond,;Bond;Save the Children UK;Oxfam GB,,GB,100,,,,,DAC,99820,100
706,Bond,transparency@bond.org.uk,en,GBP,2/12/15 20:26,Bond,GB-CHC-1068839,22,GB-CHC-1068839-DFID2013-16Effectiveness,"NGO Effectiveness, Transparency and Joint Civil Society Action","(i) The development of models, systems and processes that will aid overseas development NGO's to enhance their effectiveness in delivering aid together with creating greater transparency within the sector (ii) Influencing and enabling joint civil society action for positive EU and international development policy and global post -2015 development framework.",2,,5/1/13,3/31/16,,2708106,40962,1000495,1457541,;DFID,,,;Bond;NIDOS,The recipients will be UK based international development NGOs,GB,100,,,,,DAC,92020,100
205,Karuna Trust,imen@karuna.org,en,GBP,11/19/14 4:15,Karuna Trust,GB-CHC-327461,21,GB-CHC-327461-202035-101,Improving access and completion rates at primary level among bidi-rolling dalit communities in rural Maharashtra,"to increase access and completion rates among boys and girls at primary level, among a bidi-rolling Dalit community in Sangamner, rural Maharashtra. This will be achieved through an integrated intervention involving educational, livelihoods and health initiatives.",2,,4/1/12,,,0,47478,0,0,;DFID,;Karuna Trust,,;NISD,,IN,,,,,,DAC,11220,
176,POWER International,diana@powerinternational.org,en,GBP,12/1/14 16:20,Power International,GB-CHC-1059996,21,GB-CHC-1059996-539,Advancing civil societyâ€™s capacity to monitor and improve access to education for children with disabilities,"This project seeks to increase the life chances of children with disabilities (CWD) through improved access to primary education in Mozambique. The purpose is to capacitate civil society to independently protect, promote and monitor implementation of policies, national plans and legislation on rights of CWD to education. It will deliver: (i) increased technical capacity within FAMOD to monitor and protect education rights of CWD; (ii) increased legitimacy and credibility of FAMOD with policy-makers through evidence-based knowledge of issues around access to education for CWD; (iii) decision-makers and audiences more aware and active towards obligations to education of CWD under domestic and international instruments. As a direct result of the project 1,000 more CWD will have better access to schooling; up to 180 schools will implement changes to be more accessible to CWD; GoM will consider recommendations for changes in practice, policy and law to comply with international policy on CWD access to education.",2,10/1/11,,,,0,0,363902.81,0,;DFID,,;Power International,;FAMOD - Forum of Mozambican Associations of Disabled People,,MZ,,,,,,DAC,11220,
177,Fauna & Flora International,louise.elliott@fauna-flora.org,en,GBP,12/10/13 14:19,Fauna & Flora International,GB-COH-0277068,21,GB-COH-0277068-CSCF552,Empowering marginalised coastal communities in Ecuador to engage in local decision-making and manage their natural resources,The project aims to empower marginalised coastal communities of Esmeraldas Province to engage fully in local and national planning and decision-making processes to protect and fulfil their rights over access to natural resources and basic services critical to improving livelihoods.;El proyecto tiene como objetivo empoderar comunidades costeras marginalizadas de la Provincia de Esmeraldas para participar enteramente en procesos de planificaciÃ_n y la toma de decisiones locales y nacionales para proteger y cumplir sus derechos sobre recursos naturales y servicios bÃ¡sicos crÃ_ticos para mejorar sus medios de vida.,2,,7/1/11,3/31/15,,0,0,0,0,;DFID,,,,,EC,,,489,,,,,
190,ICA:UK,jdudding@ica-uk.org.uk,en,GBP,12/1/14 15:56,ICA:UK,GB-CHC-1090745,22,GB-CHC-1090745-TOG,Enhancing Education in Rural Communities,"This project will improve education in 8 rural community schools in Zio District of Togo. These schools were created by poor farmers for their children, and are in remote areas where the Government has failed to build schools. The project will provide them teaching and learning materials and train volunteers teaching in these schools so that they become more skilful and make school more interesting and attractive for pupils. Governance and management will be strengthened through the training of Parentsâ€™ Associations, and the status of women and girls will be strengthened through awareness-raising on gender issues. The improved schools will contribute towards improved literacy in the communities and facilitate future development initiatives. Income generating projects yielding both short-term and long-term income will be established for the benefit of the schools and teachers. The project will benefit directly or indirectly, around 7,000 people.",2,,8/1/11,,,0,18141,0,22890,,,;ICA:UK,,,TG,,"Region Maritime, Togo",289,,"provision of support to community primary schools, including supplying materials, training teachers and parent-teacher associations, and establishing income generating projects",DAC,11220,
197,Canon Collins Trust,roger@canoncollins.org.uk,en,GBP,8/18/14 9:43,Canon Collins Trust,GB-CHC-1102028,21,GB-CHC-1102028-IMP017,Adolescent Girls Literacy Project (AGLIT+),A coordinated response to school dropout in Malawi,2,,1/1/12,,12/31/14,0,297038.63,0,336364.22,;DFID,,;Canon Collins Trust,;AGLIT,,MW,100,,,,,DAC,11220,100
257,PONT,jenny.allen@pont-mbale.org.uk,en,GBP,11/15/12 11:40,PONT,GB-CHC-1125948,21,GB-CHC-1125948-gpaf-mbale-ambulance,Emergency Ambulance Network in Mbale,Project to develop an integrated emergency response system in Mbale.,2,,9/1/11,9/30/14,,151850,41302,28129,63637,;DfID,;PONT,,;Mbale CAP,,UG,100,,,,,DAC,12230,100
213,India Development Group (Known as Jeevika Trust),mark@jeevika.org.uk,en,GBP,8/9/14 8:39,Jeevika Trust (registered as India Development Group),GB-CHC-291167,21,GB-CHC-291167-BCCVI,Building Capacity for Commercial Viability India,"The project is building the capacity of Jeevikaâ€™s 5 partners in Orissa and Tamil Nadu to plan/manage project delivery effectively, improving monitoring/reporting and impact-assessment methodology. This is being achieved through a programme of stakeholder workshops and a development forum, linked to the application of an assessment framework and peer-group evaluation. This is being extended in Orissa into capacity-building for 300+ small-scale women beekeepers in order to consolidate the commercial viability of small-scale honey producers through the provision of training, equipment, marketing, banking linkages and knowledge-sharing. It will also create district-level Resource Centres for honey pooling, filtering and storage for wholesale purchase; form a Women Beekeepersâ€™ Association to strengthen stakeholder collaboration and, in the longer-term, enable Fair Trade registration and development of export opportunities.",2,,11/1/11,11/1/13,,64299,25735,12740,34577,;DFID,;Jeevika Trust,,;Jeevan Rekha Parishad (JRP);Annai Mary Foundation (AMF);Mithra Foundation (MF);Womenâ€™s Organisation for Rural Development (WORD);Society for Change & Development (SCAD),Orissa and Tamil Nadu,IN,100,,,,,DAC,43040,100
209,India Development Group (Known as Jeevika Trust),mark@jeevika.org.uk,en,GBP,9/7/12 7:50,Jeevika Trust (registered as India Development Group),GB-CHC-291167,21,GB-CHC-291167-WomensRuralLivelihoodProject,Womens Rural Livelihood Project,,,,,,,0,0,0,0,,,,,,,,,,,,,,
279,TB Alert,Sameer.Sah@tbalert.org,en,GBP,7/17/14 15:31,TB Alert,GB-CHC-1071886,21,GB-CHC-1071886-CSCF550,Improved access to TB services for underserved communities in Andhra Pradesh (TAP),"Fishing communities, tribal, rural, and urban poor people in coastal Andhra Pradesh will have increased knowledge and awareness of TB/HIV and of the free TB/HIV services provided by the Indian government. Through a targeted campaign the TB diagnostic and treatment services will be improved in the project area.",2,,9/1/11,3/31/15,,482361,185529,22951,208480,;DFID,,;TB Alert,;TB Alert India,,IN,100,,,,,DAC,12263,100
1373,TB Alert,Sameer.Sah@tbalert.org,en,GBP,8/11/14 10:57,TB Alert,GB-CHC-1071886,21,GB-CHC-1071886-GPAF-INN-040,Empowering Communities for Early TB Case Detection and treatment among poor people in Mulanje District Malawi,The project aims to increase the number of people being tested and successfully treated for TB. This is through increasing the public's knowledge of TB through awareness raising activities; improving testing at local health centres through training of microscopists; improving treatment success rates by providing support/counselling to patients and their families and through supporting nutrition and veg garden projects.,2,,4/1/14,3/31/17,,250000,29799.94,2422.31,0,;DFID,,,";TB Alert;DAPP, Malawi",,MW,100,,,,,,12263,100
214,DECC,Natasha.Nanuck@decc.gsi.gov.uk,en,GBP,12/23/14 14:50,UK Department of Energy and Climate Change,GB-4,10,GB-4-91086,India Solar Loan Power Generation Guarantee,Complementary grant financing alongside Asian Development Bank (ADB) risk mitigation operations designed to support small and medium enterprises investing in solar power plants in India.,5,,8/1/11,7/31/14,,0,2000000,0,0,;Department of Energy and Climate Change,,;Asian Development Bank,,,IN,,,,,Supporting solar energy;Low carbon development,DAC;RO,24030;,;
414,DECC,Natasha.Nanuck@decc.gsi.gov.uk,en,GBP,12/23/14 14:50,UK Department of Energy and Climate Change,GB-4,10,GB-4-91071,Nationally Appropriate Mitigating Actions Facility,"The UK Department of Energy and Climate Change (DECC) and the German Federal Ministry for the Environment, Nature Conser-vation and Nuclear Safety (BMU) jointly set up the â€œNAMA Facilityâ€ù. The Facility is designed to support developing countries that show strong leadership on tackling climate change and want to implement transformational Nationally Appropriate Mitigating Actions (NAMA)",2,,12/4/12,3/31/15,,0,50000000,0,0,;Uk Department of Enrgy and Climate Change,,;Deutsche Gesellschaft fÃ_r Internationale Zusammenarbeit (GIZ),,,,,,998,,41032 - climate change;Low Carbon Development,DAC;RO,41030;,;
300,DECC,Natasha.Nanuck@decc.gsi.gov.uk,en,GBP,12/23/14 14:50,UK Department of Energy and Climate Change,GB-4,10,GB-4-91088,Climate Investment Funds,"Multilateral World Bank-administered funds to help developing countries pilot low-carbon, climate-resilient pathways. This is funded by both the Department for International Development and the Department of Enegry and Climate Change (DECC). This refers only to the DECC spend.",2,,12/19/12,,,0,445921760,0,0,;Department of Energy and Climate Change,,;World Bank,,,,,Global coverage,998,,Funding for the clean technology fund and scaling-up renewable energy programme;Funding for the pilot programme for climate resilience. Climate change adaptation.;Low carbon development,DAC;DAC;RO,23030;99810;,;;
301,DECC,Natasha.Nanuck@decc.gsi.gov.uk,en,GBP,12/23/14 14:50,UK Department of Energy and Climate Change,GB-4,10,GB-4-91085,Capital Markets Climate Initiative (CMCI),"The Capital Markets Climate Initiative (CMCI) was set up to help scale up private capital flows in low carbon, climate resilient activities in developing countries. Specifically, CMCI is targeted at supporting governments in developing a stronger and common understanding and appreciation as to why and how to effectively and efficiently leverage private capital by helping to address these information barriers. In turn, this should contribute to the scaling up of private capital flows as better informed governments are more willing to put in place appropriate enabling environments and use scarce public climate finance to help address identified barriers and market failures.",2,,8/1/11,12/31/12,,0,0,108500,0,;Department of Energy and Climate Change,,,,,,,,998,,;Low carbon development,DAC;RO,99810;,;
302,DECC,Natasha.Nanuck@decc.gsi.gov.uk,en,GBP,12/23/14 14:50,UK Department of Energy and Climate Change,GB-4,10,GB-4-91090,Climate Public Private Partnership (CP3) Platform,"The UKâ€™s International Climate Fund (ICF) will fund: (1) Equity investment in the Climate Public Private Partnership Asia Fund â€“ CP3 Asia in the amount of Â£60,000,000 to catalyse low carbon investments in Asia. (2) Equity investment in the IFC Catalyst Fund (CF) in the amount of Â£50,000,000 to strengthen the financial infrastructure for low carbon investments globally. (3) Grant financing for the Technical Assistance and Project Development Facility (Â£20,000,000) to assist with project pipeline and fund development. (4) Programme development costs: Â£384,401.94 contracted; up to Â£100,000 additional work projected (total project development costs: not exceeding Â£500,000). This is funded by the Department for International Development and Department of Energy and Climate Change (DECC). This refers only to DECC spend.",2,,1/23/12,1/31/26,,0,60000000,0,0,;Department of Energy and Climate Change,,;International Finance Corporation;Asian Development Bank,,,,,,998,,Low carbon investments;Low carbon development,DAC;RO,24030;,;
303,DECC,Natasha.Nanuck@decc.gsi.gov.uk,en,GBP,12/23/14 14:50,UK Department of Energy and Climate Change,GB-4,10,GB-4-91087,Partnership for Market Readiness Multi-Donor Trust Fund,"The PMR brings together developed and developing countries, creating a platform for capacity building, sharing knowledge/expertise and best practice on Emisson Trading Systems (ETSs). The PMR provides grant funding to 15 developing/middle income countries to build market readiness components and pilot domestic ETSs and new crediting mechanisms.",2,,5/31/12,12/31/16,,0,7000000,0,0,;Department of Energy and Climate Change,,;World Bank,,,,,,998,,;Low carbon development,DAC;RO,23010;,;
